,Time,temp_z-score_oct7,salinity_z-score_oct7,odo_z-score_oct7
0,29:28.5,0.3966162148206178,1.0607684052776882,-0.8072076531947732
1,29:29.5,0.3966162148206178,1.0463411327227101,-0.8072076531947732
2,29:30.5,0.3966162148206178,1.0427343145839654,-0.8072076531947732
3,29:31.5,0.3966162148206178,1.0397286328016786,-0.8072076531947732
4,29:32.5,0.3966162148206178,1.0397286328016786,-0.8072076531947732
5,29:33.5,0.3966162148206178,1.053554769000199,-0.8072076531947732
6,29:34.5,0.3966162148206178,1.054757041713114,-0.8072076531947732
7,29:35.5,0.3966162148206178,1.054757041713114,-0.8072076531947732
8,29:36.5,0.3966162148206178,1.0583638598518585,-0.8072076531947732
9,29:37.5,0.3966162148206178,1.0355206783064765,-0.8026579564820292
10,29:38.5,0.3966162148206178,1.0355206783064765,-0.8026579564820292
11,29:39.6,0.24539743803280736,1.024700223890243,-0.8026579564820292
12,29:40.6,0.24539743803280736,1.03011045109836,-0.8026579564820292
13,29:41.6,0.24539743803280736,1.03011045109836,-0.8026579564820292
14,29:42.6,0.24539743803280736,1.03011045109836,-0.8026579564820292
15,29:43.6,0.24539743803280736,1.0463411327227101,-0.8026579564820292
16,29:44.6,0.24539743803280736,1.0295093147419023,-0.8026579564820292
17,29:45.6,0.24539743803280736,1.02770590567253,-0.8026579564820292
18,29:46.6,0.24539743803280736,1.02770590567253,-0.8026579564820292
19,29:47.6,0.09418153439084463,1.0355206783064765,-0.8026579564820292
20,29:48.6,0.09418153439084463,1.0397286328016786,-0.8117573499075168
21,29:49.6,0.09418153439084463,1.0397286328016786,-0.8117573499075168
22,29:50.6,0.09418153439084463,1.0343184055935615,-0.8117573499075168
23,29:51.6,0.09418153439084463,1.0186888603256687,-0.8117573499075168
24,29:52.6,0.09418153439084463,1.0186888603256687,-0.8117573499075168
25,29:53.6,0.09418153439084463,1.0349195419500192,-0.8163070466202608
26,29:54.6,0.09418153439084463,1.0271047693160726,-0.8163070466202608
27,29:55.6,0.09418153439084463,1.0271047693160726,-0.8163070466202608
28,29:56.6,-0.05703724239696583,1.0343184055935615,-0.8208567433330045
29,29:57.6,-0.05703724239696583,1.0439365872968804,-0.8390555301839797
30,29:58.6,-0.05703724239696583,1.0457399963662528,-0.8481549236094673
31,29:59.6,-0.05703724239696583,1.0283070420289877,-0.8527046203222111
32,30:00.6,-0.05703724239696583,1.0283070420289877,-0.8527046203222111
33,30:01.6,-0.05703724239696583,1.0090706786223502,-0.8618040137476987
34,30:02.6,-0.05703724239696583,1.03011045109836,-0.8891021940241615
35,30:03.6,-0.05703724239696583,1.03011045109836,-0.8891021940241615
36,30:04.6,-0.05703724239696583,1.0084695422658925,-0.8982015874496491
37,30:05.6,-0.05703724239696583,1.0126774967610945,-0.9209500710133682
38,30:06.6,-0.05703724239696583,1.0126774967610945,-0.9209500710133682
39,30:07.6,-0.05703724239696583,1.0180877239692114,-0.9345991611515996
40,30:08.6,-0.2082560191847763,1.013278633117552,-0.9573476447153185
41,30:09.6,-0.2082560191847763,1.013278633117552,-0.9573476447153185
42,30:10.6,-0.2082560191847763,1.019289996682126,-0.9709967348535501
43,30:11.6,-0.2082560191847763,0.9982502242061166,-0.9800961282790377
44,30:12.6,-0.2082560191847763,1.0361218146629338,-1.0073943085555006
45,30:13.6,-0.2082560191847763,1.0361218146629338,-1.0073943085555006
46,30:14.6,-0.2082560191847763,1.0072672695529779,-1.0119440052682442
47,30:15.6,-0.2082560191847763,1.025902496603158,-1.0346924888319633
48,30:16.6,-0.2082560191847763,1.025902496603158,-1.0346924888319633
49,30:17.6,-0.2082560191847763,0.9808172698688515,-1.0392421855447072
50,30:18.6,-0.2082560191847763,0.9982502242061166,-1.0483415789701946
51,30:19.6,-0.2082560191847763,0.998851360562574,-1.061990669108426
52,30:20.6,-0.2082560191847763,0.998851360562574,-1.061990669108426
53,30:21.6,-0.2082560191847763,1.0012559059884036,-1.0665403658211698
54,30:22.6,-0.2082560191847763,0.9922388606415424,-1.0801894559594012
55,30:23.6,-0.2082560191847763,0.9922388606415424,-1.0801894559594012
56,30:24.6,-0.2082560191847763,1.0072672695529779,-1.084739152672145
57,30:25.6,-0.2082560191847763,0.9898343152157127,-1.084739152672145
58,30:26.6,-0.2082560191847763,0.9898343152157127,-1.084739152672145
59,30:27.6,-0.2082560191847763,0.9928399969979997,-1.084739152672145
60,30:28.6,-0.35947479597258675,0.9784127244430215,-1.0801894559594012
61,30:29.7,-0.35947479597258675,0.9922388606415424,-1.0801894559594012
62,30:30.7,-0.2082560191847763,0.9772104517301069,-1.0665403658211698
63,30:31.7,-0.2082560191847763,0.9772104517301069,-1.0665403658211698
64,30:32.7,-0.35947479597258675,0.9603786337492991,-1.0574409723956824
65,30:33.7,-0.2082560191847763,0.9663899973138733,-1.0392421855447072
66,30:34.8,-0.2082560191847763,0.9663899973138733,-1.0392421855447072
67,30:35.8,-0.35947479597258675,0.9711990881655326,-1.0301427921192194
68,30:36.8,-0.2082560191847763,0.973002497234905,-1.0119440052682442
69,30:37.8,-0.2082560191847763,0.973002497234905,-1.0119440052682442
70,30:38.8,-0.2082560191847763,0.9742047699478196,-1.0028446118427565
71,30:39.8,-0.2082560191847763,0.9742047699478196,-0.993745218417269
72,30:40.8,-0.2082560191847763,0.9669911336703306,-0.9800961282790377
73,30:41.8,-0.2082560191847763,0.9669911336703306,-0.9800961282790377
74,30:42.8,-0.2082560191847763,0.9561706792540972,-0.9664470381408061
75,30:43.8,-0.2082560191847763,0.9561706792540972,-0.9664470381408061
76,30:44.8,-0.2082560191847763,0.9699968154526181,-0.9573476447153185
77,30:45.8,-0.35947479597258675,0.9663899973138733,-0.9482482512898309
78,30:46.8,-0.35947479597258675,0.9663899973138733,-0.9482482512898309
79,30:47.8,-0.35947479597258675,0.9627831791751287,-0.9436985545770872
80,30:48.8,-0.35947479597258675,0.9465524975507786,-0.9300494644388558
81,30:49.8,-0.35947479597258675,0.9627831791751287,-0.925499767726112
82,30:50.8,-0.35947479597258675,0.9627831791751287,-0.925499767726112
83,30:51.8,-0.35947479597258675,0.9615809064622141,-0.9209500710133682
84,30:52.8,-0.35947479597258675,0.9778115880865642,-0.9073009808751368
85,30:53.8,-0.35947479597258675,0.9778115880865642,-0.9073009808751368
86,30:54.8,-0.35947479597258675,0.9699968154526181,-0.902751284162393
87,30:55.8,-0.35947479597258675,0.9675922700267879,-0.8936518907369054
88,30:56.9,-0.35947479597258675,0.9675922700267879,-0.8936518907369054
89,30:57.9,-0.35947479597258675,0.9772104517301069,-0.8891021940241615
90,30:58.9,-0.35947479597258675,0.9784127244430215,-0.8845524973114178
91,30:59.9,-0.35947479597258675,0.9784127244430215,-0.8845524973114178
92,31:00.9,-0.35947479597258675,0.9597774973928418,-0.8709034071731863
93,31:01.9,-0.35947479597258675,0.9405411339862043,-0.8618040137476987
94,31:02.9,-0.35947479597258675,0.9405411339862043,-0.8618040137476987
95,31:03.9,-0.35947479597258675,0.9543672701847248,-0.8618040137476987
96,31:04.9,-0.35947479597258675,0.9513615884024379,-0.8527046203222111
97,31:05.9,-0.35947479597258675,0.9513615884024379,-0.8527046203222111
98,31:06.9,-0.2082560191847763,0.9627831791751287,-0.8527046203222111
99,31:07.9,-0.2082560191847763,0.9513615884024379,-0.8527046203222111
100,31:09.0,-0.35947479597258675,0.963384315531586,-0.8527046203222111
101,31:09.9,-0.35947479597258675,0.968794542739703,-0.8572543170349549
102,31:11.0,-0.2082560191847763,0.9603786337492991,-0.8527046203222111
103,31:12.0,-0.2082560191847763,0.9669911336703306,-0.8527046203222111
104,31:13.0,-0.2082560191847763,0.9489570429766082,-0.8527046203222111
105,31:14.0,-0.2082560191847763,0.973002497234905,-0.8481549236094673
106,31:15.0,-0.35947479597258675,0.9531649974718102,-0.8436052268967235
107,31:16.0,-0.35947479597258675,0.9609797701057564,-0.8390555301839797
108,31:17.0,-0.2082560191847763,0.947153633907236,-0.8390555301839797
109,31:18.0,-0.35947479597258675,0.9621820428186714,-0.8390555301839797
110,31:19.0,-0.35947479597258675,0.964586588244501,-0.8436052268967235
111,31:20.0,-0.35947479597258675,0.9567718156105545,-0.8436052268967235
112,31:21.0,-0.35947479597258675,0.9868286334334254,-0.8527046203222111
113,31:22.0,-0.35947479597258675,0.9555695428976398,-0.8572543170349549
114,31:23.0,-0.35947479597258675,0.9675922700267879,-0.8663537104604425
115,31:24.0,-0.35947479597258675,0.947153633907236,-0.8709034071731863
116,31:25.0,-0.35947479597258675,0.964586588244501,-0.8800028005986739
117,31:26.0,-0.35947479597258675,0.9705979518090753,-0.8891021940241615
118,31:27.0,-0.35947479597258675,0.9651877246009584,-0.8982015874496491
119,31:28.0,-0.35947479597258675,0.9705979518090753,-0.9073009808751368
120,31:29.0,-0.35947479597258675,0.9663899973138733,-0.9164003743006244
121,31:30.0,-0.35947479597258675,0.9838229516511385,-0.925499767726112
122,31:31.0,-0.35947479597258675,0.9585752246799267,-0.9300494644388558
123,31:32.1,-0.35947479597258675,0.964586588244501,-0.9436985545770872
124,31:33.1,-0.35947479597258675,0.9453502248378636,-0.9482482512898309
125,31:34.1,-0.35947479597258675,0.9585752246799267,-0.9573476447153185
126,31:35.1,-0.35947479597258675,0.9555695428976398,-0.9664470381408061
127,31:36.1,-0.35947479597258675,0.9621820428186714,-0.9755464315662937
128,31:37.1,-0.35947479597258675,0.9597774973928418,-0.9800961282790377
129,31:38.1,-0.35947479597258675,0.9549684065411825,-0.9846458249917813
130,31:39.1,-0.35947479597258675,0.9754070426607345,-0.993745218417269
131,31:40.1,-0.35947479597258675,0.9531649974718102,-0.9982949151300129
132,31:41.1,-0.35947479597258675,0.9766093153736496,-1.0073943085555006
133,31:42.1,-0.35947479597258675,0.9513615884024379,-1.0073943085555006
134,31:43.1,-0.35947479597258675,0.9663899973138733,-1.016493701980988
135,31:44.1,-0.35947479597258675,0.9537661338282675,-1.016493701980988
136,31:45.1,-0.35947479597258675,0.9669911336703306,-1.0210433986937317
137,31:46.1,-0.35947479597258675,0.947153633907236,-1.0255930954064758
138,31:47.1,-0.35947479597258675,0.963384315531586,-1.0255930954064758
139,31:48.1,-0.35947479597258675,0.9621820428186714,-1.0255930954064758
140,31:49.1,-0.35947479597258675,0.9579740883234694,-1.0255930954064758
