,Time,Temperature (c),Salinity (ppt),ODO mg/L,temp_z-score,salinity_z-score,odo_z-score,Date
112,19:29.6,28.89999962,44.09,5.95,0.49329032397186023,0.8631082421753277,0.3830876694581725,2024-11-16
113,19:30.6,28.89999962,43.91,5.94,0.49329032397186023,0.7923902503819656,0.35348519265216954,2024-11-16
114,19:31.6,28.89999962,44.02,5.94,0.49329032397186023,0.8356068009223545,0.35348519265216954,2024-11-16
115,19:32.6,28.89999962,44.02,5.94,0.49329032397186023,0.8356068009223545,0.35348519265216954,2024-11-16
116,19:33.6,28.89999962,43.83,5.97,0.49329032397186023,0.7609600318071399,0.44229262307017847,2024-11-16
117,19:34.7,28.79999924,43.94,5.98,0.21368874358208145,0.804176582347526,0.4718950998761841,2024-11-16
118,19:35.7,28.79999924,43.94,5.98,0.21368874358208145,0.804176582347526,0.4718950998761841,2024-11-16
119,19:36.7,28.79999924,43.79,5.97,0.21368874358208145,0.745244922519727,0.44229262307017847,2024-11-16
120,19:37.7,28.79999924,43.87,5.95,0.21368874358208145,0.7766751410945527,0.3830876694581725,2024-11-16
121,19:38.7,28.79999924,43.87,5.95,0.21368874358208145,0.7766751410945527,0.3830876694581725,2024-11-16
122,19:39.7,28.79999924,43.87,5.95,0.21368874358208145,0.7766751410945527,0.3830876694581725,2024-11-16
123,19:40.7,28.79999924,44.11,5.93,0.21368874358208145,0.8709657968190327,0.3238827158461639,2024-11-16
124,19:41.7,28.79999924,43.56,5.94,0.21368874358208145,0.6548830441171023,0.35348519265216954,2024-11-16
125,19:42.8,28.79999924,43.56,5.94,0.21368874358208145,0.6548830441171023,0.35348519265216954,2024-11-16
126,19:43.8,28.79999924,44.06,5.93,0.21368874358208145,0.8513219102097673,0.3238827158461639,2024-11-16
127,19:44.8,28.79999924,43.52,5.94,0.21368874358208145,0.6391679348296894,0.35348519265216954,2024-11-16
128,19:45.8,28.79999924,43.52,5.94,0.21368874358208145,0.6391679348296894,0.35348519265216954,2024-11-16
129,19:46.8,28.79999924,43.87,5.92,0.21368874358208145,0.7766751410945527,0.29428023904016093,2024-11-16
130,19:47.8,28.79999924,43.56,5.95,0.21368874358208145,0.6548830441171023,0.3830876694581725,2024-11-16
131,19:48.8,28.79999924,43.56,5.95,0.21368874358208145,0.6548830441171023,0.3830876694581725,2024-11-16
132,19:49.8,28.79999924,43.68,5.94,0.21368874358208145,0.7020283719793409,0.35348519265216954,2024-11-16
133,19:50.8,28.79999924,43.7,5.92,0.21368874358208145,0.7098859266230487,0.29428023904016093,2024-11-16
134,19:51.8,28.79999924,43.7,5.92,0.21368874358208145,0.7098859266230487,0.29428023904016093,2024-11-16
135,19:52.8,28.79999924,43.58,5.94,0.21368874358208145,0.6627405987608073,0.35348519265216954,2024-11-16
136,19:53.8,28.79999924,43.5,5.94,0.21368874358208145,0.6313103801859816,0.35348519265216954,2024-11-16
137,19:54.8,28.79999924,43.5,5.94,0.21368874358208145,0.6313103801859816,0.35348519265216954,2024-11-16
138,19:55.8,28.79999924,43.31,5.94,0.21368874358208145,0.5566636110707698,0.35348519265216954,2024-11-16
139,19:56.8,28.79999924,43.52,5.93,0.21368874358208145,0.6391679348296894,0.3238827158461639,2024-11-16
140,19:57.8,28.79999924,43.44,5.94,0.21368874358208145,0.6077377162548608,0.35348519265216954,2024-11-16
141,19:58.8,28.79999924,43.38,5.95,0.21368874358208145,0.5841650523237429,0.3830876694581725,2024-11-16
142,19:59.9,28.79999924,43.38,5.95,0.21368874358208145,0.5841650523237429,0.3830876694581725,2024-11-16
143,20:00.9,28.79999924,43.36,5.94,0.21368874358208145,0.5763074976800351,0.35348519265216954,2024-11-16
144,20:01.9,28.79999924,43.19,5.95,0.21368874358208145,0.5095182832085283,0.3830876694581725,2024-11-16
