,Time,Temperature (c),Salinity (ppt),ODO mg/L,temp_z-score,salinity_z-score,odo_z-score,Date
87,57:49.2,30.29999924,46.94,5.75,0.4127870938759763,0.526109450586616,-0.4335891393781268,2024-10-21
88,57:50.2,30.29999924,27.8,6.41,0.4127870938759763,-0.968794833620024,0.7960015085388323,2024-10-21
89,57:51.2,30.29999924,27.8,6.41,0.4127870938759763,-0.968794833620024,0.7960015085388323,2024-10-21
90,57:52.3,30.29999924,46.93,5.75,0.4127870938759763,0.525328413865505,-0.4335891393781268,2024-10-21
91,57:53.3,30.29999924,46.94,5.75,0.4127870938759763,0.526109450586616,-0.4335891393781268,2024-10-21
92,57:54.3,30.29999924,46.94,5.75,0.4127870938759763,0.526109450586616,-0.4335891393781268,2024-10-21
93,57:55.3,30.29999924,46.92,5.75,0.4127870938759763,0.5245473771443941,-0.4335891393781268,2024-10-21
94,57:56.3,30.29999924,46.88,5.75,0.4127870938759763,0.5214232302599497,-0.4335891393781268,2024-10-21
95,57:57.3,30.20000076,45.09,5.82,0.292649116725917,0.38161765718106344,-0.30317801005360034,2024-10-21
96,57:58.3,30.20000076,45.09,5.82,0.292649116725917,0.38161765718106344,-0.30317801005360034,2024-10-21
97,57:59.3,30.20000076,32.82,6.23,0.292649116725917,-0.5767143996222532,0.46065860456148044,2024-10-21
98,58:00.3,30.20000076,46.84,5.75,0.292649116725917,0.5182990833755055,-0.4335891393781268,2024-10-21
99,58:01.3,30.20000076,46.84,5.75,0.292649116725917,0.5182990833755055,-0.4335891393781268,2024-10-21
100,58:02.3,30.20000076,46.85,5.76,0.292649116725917,0.5190801200966164,-0.4149589780460521,2024-10-21
101,58:03.4,30.20000076,46.85,5.76,0.292649116725917,0.5190801200966164,-0.4149589780460521,2024-10-21
102,58:04.4,30.20000076,46.78,5.76,0.292649116725917,0.5136128630488387,-0.4149589780460521,2024-10-21
103,58:05.4,30.20000076,24.53,6.52,0.292649116725917,-1.2241938414233529,1.0009332831916578,2024-10-21
104,58:06.4,30.20000076,46.82,5.76,0.292649116725917,0.516737009933283,-0.4149589780460521,2024-10-21
105,58:07.4,30.20000076,46.82,5.76,0.292649116725917,0.516737009933283,-0.4149589780460521,2024-10-21
106,58:08.4,30.10000038,17.04,6.8,0.17250885691959006,-1.809190345535565,1.5225778004897619,2024-10-21
107,58:09.4,30.10000038,46.76,5.76,0.17250885691959006,0.5120507896066162,-0.4149589780460521,2024-10-21
108,58:10.4,30.10000038,46.76,5.76,0.17250885691959006,0.5120507896066162,-0.4149589780460521,2024-10-21
109,58:11.4,30.10000038,46.79,5.75,0.17250885691959006,0.5143938997699496,-0.4335891393781268,2024-10-21
110,58:12.4,30.10000038,46.66,5.76,0.17250885691959006,0.5042404223955052,-0.4149589780460521,2024-10-21
111,58:13.4,30.10000038,46.79,5.75,0.17250885691959006,0.5143938997699496,-0.4335891393781268,2024-10-21
112,58:14.4,30.10000038,46.77,5.75,0.17250885691959006,0.5128318263277277,-0.4335891393781268,2024-10-21
113,58:15.5,30.10000038,46.74,5.75,0.17250885691959006,0.5104887161643944,-0.4335891393781268,2024-10-21
114,58:16.5,30.10000038,46.75,5.76,0.17250885691959006,0.5112697528855054,-0.4149589780460521,2024-10-21
115,58:17.5,30.10000038,45.83,5.8,0.17250885691959006,0.43941437454328425,-0.3404383327177515,2024-10-21
116,58:18.5,30.10000038,46.75,5.77,0.17250885691959006,0.5112697528855054,-0.39632881671397735,2024-10-21
117,58:19.5,30.0,45.56,5.81,0.05236859711326315,0.4183263830732849,-0.32180817138567674,2024-10-21
118,58:20.5,30.0,46.73,5.77,0.05236859711326315,0.5097076794432829,-0.39632881671397735,2024-10-21
119,58:21.5,30.0,46.73,5.77,0.05236859711326315,0.5097076794432829,-0.39632881671397735,2024-10-21
120,58:22.5,30.0,39.59,6.01,0.05236859711326315,-0.04795253943004009,0.05079505525582629,2024-10-21
121,58:23.5,30.0,46.16,5.79,0.05236859711326315,0.4651885863399503,-0.3590684940498262,2024-10-21
122,58:24.5,30.0,46.71,5.77,0.05236859711326315,0.508145606001061,-0.39632881671397735,2024-10-21
123,58:25.6,30.0,41.07,5.97,0.05236859711326315,0.06764089529440206,-0.023725590072474316,2024-10-21
124,58:26.6,30.0,46.28,5.79,0.05236859711326315,0.47456102699328384,-0.3590684940498262,2024-10-21
125,58:27.6,30.0,46.71,5.77,0.05236859711326315,0.508145606001061,-0.39632881671397735,2024-10-21
126,58:28.6,30.0,46.7,5.77,0.05236859711326315,0.5073645692799501,-0.39632881671397735,2024-10-21
127,58:29.6,30.0,39.4,6.01,0.05236859711326315,-0.06279223713115131,0.05079505525582629,2024-10-21
128,58:30.6,30.0,46.68,5.76,0.05236859711326315,0.5058024958377276,-0.4149589780460521,2024-10-21
129,58:31.6,30.0,46.69,5.77,0.05236859711326315,0.5065835325588386,-0.39632881671397735,2024-10-21
130,58:32.6,30.0,26.58,6.46,0.05236859711326315,-1.064081313595578,0.8891523151992077,2024-10-21
131,58:33.6,29.89999962,39.89,5.99,-0.06777166269306376,-0.02452143779670739,0.013534732591676814,2024-10-21
132,58:34.6,29.89999962,23.96,6.55,-0.06777166269306376,-1.2687129345266854,1.0568237671878837,2024-10-21
133,58:35.6,29.89999962,46.67,5.77,-0.06777166269306376,0.5050214591166167,-0.39632881671397735,2024-10-21
134,58:36.6,29.89999962,46.66,5.77,-0.06777166269306376,0.5042404223955052,-0.39632881671397735,2024-10-21
135,58:37.6,29.89999962,46.65,5.77,-0.06777166269306376,0.5034593856743942,-0.39632881671397735,2024-10-21
136,58:38.6,29.89999962,46.64,5.77,-0.06777166269306376,0.5026783489532833,-0.39632881671397735,2024-10-21
137,58:39.6,29.89999962,43.73,5.87,-0.06777166269306376,0.2753966631099537,-0.210027203393225,2024-10-21
138,58:40.6,29.89999962,19.57,6.72,-0.06777166269306376,-1.6115880550944572,1.373536509833161,2024-10-21
139,58:41.6,29.89999962,46.64,5.78,-0.06777166269306376,0.5026783489532833,-0.37769865538190095,2024-10-21
140,58:42.6,29.89999962,46.61,5.78,-0.06777166269306376,0.5003352387899499,-0.37769865538190095,2024-10-21
141,58:43.6,29.89999962,46.42,5.78,-0.06777166269306376,0.48549554108883924,-0.37769865538190095,2024-10-21
142,58:44.6,29.89999962,38.81,6.02,-0.06777166269306376,-0.10887340367670577,0.06942521658790103,2024-10-21
143,58:45.7,29.89999962,46.6,5.76,-0.06777166269306376,0.499554202068839,-0.4149589780460521,2024-10-21
144,58:46.7,29.89999962,46.61,5.76,-0.06777166269306376,0.5003352387899499,-0.4149589780460521,2024-10-21
145,58:47.7,29.89999962,37.25,6.07,-0.06777166269306376,-0.2307151321700371,0.16257602324827802,2024-10-21
146,58:48.7,29.89999962,43.81,5.85,-0.06777166269306376,0.2816449568788429,-0.24728752605737614,2024-10-21
147,58:49.7,29.79999924,46.6,5.76,-0.18791192249939065,0.499554202068839,-0.4149589780460521,2024-10-21
148,58:50.7,29.79999924,45.37,5.81,-0.18791192249939065,0.4034866853721737,-0.32180817138567674,2024-10-21
149,58:51.7,29.79999924,41.51,5.93,-0.18791192249939065,0.10200651102329017,-0.09824623540077491,2024-10-21
150,58:52.8,29.79999924,46.45,5.77,-0.18791192249939065,0.48783865125217263,-0.39632881671397735,2024-10-21
151,58:53.8,29.79999924,46.45,5.77,-0.18791192249939065,0.48783865125217263,-0.39632881671397735,2024-10-21
152,58:54.8,29.79999924,46.4,5.77,-0.18791192249939065,0.4839334676466168,-0.39632881671397735,2024-10-21
153,58:55.8,29.79999924,46.48,5.77,-0.18791192249939065,0.49018176141550546,-0.39632881671397735,2024-10-21
154,58:56.8,29.79999924,46.48,5.77,-0.18791192249939065,0.49018176141550546,-0.39632881671397735,2024-10-21
155,58:57.8,29.79999924,46.59,5.77,-0.18791192249939065,0.49877316534772803,-0.39632881671397735,2024-10-21
156,58:58.8,29.79999924,37.44,6.08,-0.18791192249939065,-0.21587543446892646,0.18120618458035276,2024-10-21
157,58:59.8,29.79999924,37.44,6.08,-0.18791192249939065,-0.21587543446892646,0.18120618458035276,2024-10-21
158,59:00.8,29.79999924,16.75,6.83,-0.18791192249939065,-1.8318404104477866,1.5784682844859879,2024-10-21
159,59:01.8,29.79999924,46.59,5.77,-0.18791192249939065,0.49877316534772803,-0.39632881671397735,2024-10-21
160,59:02.8,29.79999924,46.58,5.78,-0.18791192249939065,0.4979921286266165,-0.37769865538190095,2024-10-21
161,59:03.8,29.79999924,46.58,5.78,-0.18791192249939065,0.4979921286266165,-0.37769865538190095,2024-10-21
162,59:04.8,29.79999924,46.57,5.77,-0.18791192249939065,0.4972110919055056,-0.39632881671397735,2024-10-21
163,59:05.8,29.70000076,34.26,6.19,-0.30804989964945,-0.46424511178225536,0.38613795923317984,2024-10-21
164,59:06.8,29.70000076,34.26,6.19,-0.30804989964945,-0.46424511178225536,0.38613795923317984,2024-10-21
165,59:07.8,29.70000076,46.56,5.78,-0.30804989964945,0.49643005518439465,-0.37769865538190095,2024-10-21
166,59:08.8,29.70000076,46.44,5.77,-0.30804989964945,0.4870576145310611,-0.39632881671397735,2024-10-21
167,59:09.8,29.70000076,46.44,5.77,-0.30804989964945,0.4870576145310611,-0.39632881671397735,2024-10-21
168,59:10.8,29.70000076,25.28,6.5,-0.30804989964945,-1.1656160873400205,0.9636729605275083,2024-10-21
169,59:11.8,29.70000076,18.77,6.74,-0.30804989964945,-1.674070992783345,1.410796832497312,2024-10-21
170,59:12.8,29.70000076,18.77,6.74,-0.30804989964945,-1.674070992783345,1.410796832497312,2024-10-21
171,59:13.8,29.70000076,46.55,5.77,-0.30804989964945,0.49564901846328313,-0.39632881671397735,2024-10-21
172,59:14.8,29.70000076,46.56,5.77,-0.30804989964945,0.49643005518439465,-0.39632881671397735,2024-10-21
173,59:15.9,29.70000076,46.56,5.77,-0.30804989964945,0.49643005518439465,-0.39632881671397735,2024-10-21
174,59:16.9,29.70000076,45.23,5.82,-0.30804989964945,0.3925521712766183,-0.30317801005360034,2024-10-21
175,59:17.9,29.70000076,46.57,5.77,-0.30804989964945,0.4972110919055056,-0.39632881671397735,2024-10-21
176,59:18.9,29.70000076,46.57,5.77,-0.30804989964945,0.4972110919055056,-0.39632881671397735,2024-10-21
177,59:19.9,29.70000076,46.53,5.77,-0.30804989964945,0.49408694502106126,-0.39632881671397735,2024-10-21
178,59:20.9,29.70000076,30.34,6.32,-0.30804989964945,-0.7704115064578053,0.6283300565501564,2024-10-21
179,59:21.9,29.70000076,30.34,6.32,-0.30804989964945,-0.7704115064578053,0.6283300565501564,2024-10-21
180,59:22.9,29.70000076,46.53,5.77,-0.30804989964945,0.49408694502106126,-0.39632881671397735,2024-10-21
181,59:23.9,29.70000076,46.52,5.76,-0.30804989964945,0.4933059082999503,-0.4149589780460521,2024-10-21
182,59:24.9,29.70000076,46.52,5.76,-0.30804989964945,0.4933059082999503,-0.4149589780460521,2024-10-21
183,59:25.9,29.60000038,46.53,5.77,-0.42819015945577693,0.49408694502106126,-0.39632881671397735,2024-10-21
184,59:26.9,29.60000038,46.53,5.77,-0.42819015945577693,0.49408694502106126,-0.39632881671397735,2024-10-21
185,59:27.9,29.60000038,45.5,5.8,-0.42819015945577693,0.41364016274661813,-0.3404383327177515,2024-10-21
186,59:28.9,29.60000038,46.52,5.77,-0.42819015945577693,0.4933059082999503,-0.39632881671397735,2024-10-21
187,59:29.9,29.60000038,45.99,5.79,-0.42819015945577693,0.4519109620810621,-0.3590684940498262,2024-10-21
188,59:30.9,29.60000038,45.99,5.79,-0.42819015945577693,0.4519109620810621,-0.3590684940498262,2024-10-21
189,59:32.0,29.60000038,43.56,5.89,-0.42819015945577693,0.26211903885106547,-0.17276688072907553,2024-10-21
190,59:32.9,29.60000038,43.56,5.89,-0.42819015945577693,0.26211903885106547,-0.17276688072907553,2024-10-21
191,59:34.0,29.60000038,46.46,5.79,-0.42819015945577693,0.48861968797328353,-0.3590684940498262,2024-10-21
192,59:35.0,29.60000038,46.52,5.78,-0.42819015945577693,0.4933059082999503,-0.37769865538190095,2024-10-21
193,59:36.0,29.60000038,46.52,5.78,-0.42819015945577693,0.4933059082999503,-0.37769865538190095,2024-10-21
194,59:37.0,29.60000038,46.44,5.78,-0.42819015945577693,0.4870576145310611,-0.37769865538190095,2024-10-21
195,59:38.0,29.60000038,46.44,5.78,-0.42819015945577693,0.4870576145310611,-0.37769865538190095,2024-10-21
196,59:39.0,29.60000038,46.53,5.77,-0.42819015945577693,0.49408694502106126,-0.39632881671397735,2024-10-21
197,59:40.0,29.60000038,46.51,5.77,-0.42819015945577693,0.49252487157883884,-0.39632881671397735,2024-10-21
198,59:41.0,29.60000038,46.51,5.77,-0.42819015945577693,0.49252487157883884,-0.39632881671397735,2024-10-21
199,59:42.0,29.60000038,46.51,5.77,-0.42819015945577693,0.49252487157883884,-0.39632881671397735,2024-10-21
200,59:43.0,29.60000038,40.02,5.99,-0.42819015945577693,-0.014367960422262927,0.013534732591676814,2024-10-21
201,59:44.0,29.60000038,40.02,5.99,-0.42819015945577693,-0.014367960422262927,0.013534732591676814,2024-10-21
202,59:45.0,29.60000038,46.51,5.79,-0.42819015945577693,0.49252487157883884,-0.3590684940498262,2024-10-21
203,59:46.0,29.5,45.56,5.83,-0.5483304192621038,0.4183263830732849,-0.2845478487215256,2024-10-21
204,59:47.0,29.5,45.56,5.83,-0.5483304192621038,0.4183263830732849,-0.2845478487215256,2024-10-21
205,59:48.0,29.60000038,44.75,5.86,-0.42819015945577693,0.35506240866328587,-0.22865736472529974,2024-10-21
206,59:49.1,29.5,46.49,5.81,-0.5483304192621038,0.4909627981366169,-0.32180817138567674,2024-10-21
207,59:50.1,29.5,46.49,5.81,-0.5483304192621038,0.4909627981366169,-0.32180817138567674,2024-10-21
208,59:51.1,29.5,43.11,5.92,-0.5483304192621038,0.22697238640106585,-0.11687639673284966,2024-10-21
209,59:52.1,29.5,46.33,5.81,-0.5483304192621038,0.4784662105988391,-0.32180817138567674,2024-10-21
210,59:53.1,29.5,46.33,5.81,-0.5483304192621038,0.4784662105988391,-0.32180817138567674,2024-10-21
211,59:54.1,29.5,46.52,5.8,-0.5483304192621038,0.4933059082999503,-0.3404383327177515,2024-10-21
212,59:55.1,29.5,42.6,5.92,-0.5483304192621038,0.18713951362440004,-0.11687639673284966,2024-10-21
213,59:56.1,29.5,42.6,5.92,-0.5483304192621038,0.18713951362440004,-0.11687639673284966,2024-10-21
214,59:57.1,29.5,46.4,5.8,-0.5483304192621038,0.4839334676466168,-0.3404383327177515,2024-10-21
215,59:58.1,29.5,46.4,5.8,-0.5483304192621038,0.4839334676466168,-0.3404383327177515,2024-10-21
216,59:59.1,29.5,46.52,5.81,-0.5483304192621038,0.4933059082999503,-0.32180817138567674,2024-10-21
217,00:00.1,29.5,46.52,5.81,-0.5483304192621038,0.4933059082999503,-0.32180817138567674,2024-10-21
218,00:01.1,29.5,20.02,6.72,-0.5483304192621038,-1.5764414026444578,1.373536509833161,2024-10-21
219,00:02.1,29.5,45.12,5.85,-0.5483304192621038,0.38396076734439627,-0.24728752605737614,2024-10-21
220,00:03.1,29.5,45.12,5.85,-0.5483304192621038,0.38396076734439627,-0.24728752605737614,2024-10-21
221,00:04.1,29.5,46.54,5.79,-0.5483304192621038,0.4948679817421722,-0.3590684940498262,2024-10-21
222,00:05.1,29.5,46.54,5.79,-0.5483304192621038,0.4948679817421722,-0.3590684940498262,2024-10-21
223,00:06.1,29.5,45.86,5.8,-0.5483304192621038,0.44175748470661763,-0.3404383327177515,2024-10-21
224,00:07.1,29.5,45.86,5.8,-0.5483304192621038,0.44175748470661763,-0.3404383327177515,2024-10-21
225,00:08.1,29.5,46.49,5.77,-0.5483304192621038,0.4909627981366169,-0.39632881671397735,2024-10-21
226,00:09.1,29.5,46.47,5.78,-0.5483304192621038,0.4894007246943945,-0.37769865538190095,2024-10-21
227,00:10.1,29.5,46.47,5.78,-0.5483304192621038,0.4894007246943945,-0.37769865538190095,2024-10-21
228,00:11.1,29.5,46.46,5.78,-0.5483304192621038,0.48861968797328353,-0.37769865538190095,2024-10-21
229,00:12.1,29.5,42.14,5.91,-0.5483304192621038,0.1512118244532895,-0.1355065580649244,2024-10-21
230,00:13.1,29.5,46.49,5.77,-0.5483304192621038,0.4909627981366169,-0.39632881671397735,2024-10-21
231,00:14.2,29.5,46.49,5.77,-0.5483304192621038,0.4909627981366169,-0.39632881671397735,2024-10-21
232,00:15.2,29.39999962,46.49,5.77,-0.6684706790684307,0.4909627981366169,-0.39632881671397735,2024-10-21
233,00:16.2,29.39999962,46.49,5.77,-0.6684706790684307,0.4909627981366169,-0.39632881671397735,2024-10-21
234,00:17.2,29.39999962,30.07,6.32,-0.6684706790684307,-0.7914994979278049,0.6283300565501564,2024-10-21
235,00:18.2,29.39999962,46.48,5.75,-0.6684706790684307,0.49018176141550546,-0.4335891393781268,2024-10-21
236,00:19.2,29.39999962,46.48,5.74,-0.6684706790684307,0.49018176141550546,-0.45221930071020155,2024-10-21
237,00:20.2,29.39999962,46.48,5.74,-0.6684706790684307,0.49018176141550546,-0.45221930071020155,2024-10-21
238,00:21.2,29.39999962,44.83,5.8,-0.6684706790684307,0.3613107024321745,-0.3404383327177515,2024-10-21
239,00:22.3,29.39999962,46.14,5.75,-0.6684706790684307,0.46362651289772844,-0.4335891393781268,2024-10-21
240,00:23.3,29.39999962,46.21,5.75,-0.6684706790684307,0.4690937699455061,-0.4335891393781268,2024-10-21
241,00:24.3,29.39999962,46.21,5.75,-0.6684706790684307,0.4690937699455061,-0.4335891393781268,2024-10-21
242,00:25.3,29.39999962,46.47,5.74,-0.6684706790684307,0.4894007246943945,-0.45221930071020155,2024-10-21
243,00:26.3,29.39999962,46.47,5.74,-0.6684706790684307,0.4894007246943945,-0.45221930071020155,2024-10-21
244,00:27.3,29.39999962,46.42,5.74,-0.6684706790684307,0.48549554108883924,-0.45221930071020155,2024-10-21
245,00:28.4,29.39999962,38.32,6.01,-0.6684706790684307,-0.1471442030111497,0.05079505525582629,2024-10-21
246,00:29.4,29.39999962,46.44,5.73,-0.6684706790684307,0.4870576145310611,-0.4708494620422763,2024-10-21
247,00:30.4,29.39999962,46.44,5.73,-0.6684706790684307,0.4870576145310611,-0.4708494620422763,2024-10-21
248,00:31.4,29.39999962,46.42,5.74,-0.6684706790684307,0.48549554108883924,-0.45221930071020155,2024-10-21
249,00:32.4,29.39999962,14.89,6.85,-0.6684706790684307,-1.9771132405744507,1.6157286071501373,2024-10-21
250,00:33.4,29.39999962,14.89,6.85,-0.6684706790684307,-1.9771132405744507,1.6157286071501373,2024-10-21
251,00:34.4,29.39999962,46.45,5.74,-0.6684706790684307,0.48783865125217263,-0.45221930071020155,2024-10-21
252,00:35.4,29.39999962,46.45,5.74,-0.6684706790684307,0.48783865125217263,-0.45221930071020155,2024-10-21
